날짜,종가,오픈,고가,저가,거래량,변동 %
2021-07-08,3022.24 ,"3,049.90","3,050.17","3,003.94",-,-0.90%
2021-07-07,3049.66 ,"3,040.26","3,053.36","3,033.78",-,0.23%
2021-07-06,3042.63 ,"3,050.87","3,053.35","3,026.44",-,-0.24%
2021-07-05,3049.84 ,"3,047.59","3,050.47","3,045.38",-,0.12%
2021-07-02,3046.09 ,"3,027.28","3,050.04","3,027.22",-,0.59%
2021-07-01,3028.20 ,"3,017.32","3,028.20","3,014.48",-,0.36%
2021-06-30,3017.23 ,"3,024.95","3,025.81","3,013.73",-,-0.24%
2021-06-29,3024.44 ,"3,024.03","3,029.15","3,021.82",-,-0.03%
2021-06-28,3025.22 ,"3,024.66","3,026.53","3,017.61",-,0.01%
2021-06-25,3024.94 ,"3,015.32","3,026.23","3,015.02",-,0.38%
2021-06-24,3013.36 ,"2,996.41","3,017.53","2,995.45",-,0.51%
2021-06-23,2998.00 ,"3,003.50","3,009.12","2,996.22",-,-0.10%
2021-06-22,3001.14 ,"2,983.57","3,009.07","2,983.39",-,0.64%
2021-06-21,2982.11 ,"2,953.08","2,983.42","2,943.47",-,0.95%
2021-06-18,2954.19 ,"2,994.41","2,995.11","2,954.19",-,-1.41%
2021-06-17,2996.51 ,"2,998.72","3,000.35","2,980.45",-,-0.40%
2021-06-16,3008.48 ,"3,016.99","3,020.93","2,989.83",-,-0.29%
2021-06-15,3017.27 ,"3,019.91","3,025.73","3,013.43",-,-0.09%
2021-06-14,3019.88 ,"3,013.87","3,019.88","3,009.67",-,0.24%
2021-06-11,3012.67 ,"3,008.68","3,013.38","3,004.39",-,0.17%
2021-06-10,3007.46 ,"2,995.50","3,012.63","2,993.90",-,0.36%
2021-06-09,2996.64 ,"3,000.67","3,007.00","2,995.83",-,-0.17%
2021-06-08,3001.83 ,"3,001.02","3,007.52","2,991.96",-,0.03%
2021-06-07,3000.97 ,"2,998.58","3,002.20","2,994.07",-,0.12%
2021-06-04,2997.36 ,"2,971.56","2,999.34","2,970.12",-,0.82%
2021-06-03,2972.87 ,"2,986.36","2,989.71","2,959.71",-,-0.44%
2021-06-02,2985.97 ,"2,980.63","2,990.57","2,979.42",-,0.13%
2021-06-01,2982.02 ,"2,976.98","2,998.05","2,975.18",-,0.21%
2021-05-31,2975.70 ,"2,979.17","2,980.03","2,975.24",-,-0.12%
2021-05-28,2979.30 ,"2,972.42","2,987.71","2,972.42",-,0.29%
2021-05-27,2970.64 ,"2,967.48","2,977.96","2,965.51",-,0.04%
2021-05-26,2969.51 ,"2,965.22","2,971.87","2,963.08",-,0.13%
2021-05-25,2965.51 ,"2,966.94","2,979.38","2,963.54",-,-0.03%
2021-05-24,2966.44 ,"2,942.55","2,972.19","2,942.42",-,0.79%
2021-05-21,2943.13 ,"2,943.34","2,960.20","2,940.00",-,0.03%
2021-05-20,2942.21 ,"2,906.30","2,949.46","2,906.26",-,1.07%
2021-05-19,2910.94 ,"2,926.50","2,926.90","2,879.90",-,-0.61%
2021-05-18,2928.68 ,"2,935.56","2,948.06","2,928.51",-,-0.19%
2021-05-17,2934.18 ,"2,940.80","2,941.53","2,924.32",-,-0.15%
2021-05-14,2938.63 ,"2,894.24","2,943.54","2,894.24",-,1.60%
2021-05-13,2892.48 ,"2,874.75","2,902.14","2,860.30",-,0.55%
2021-05-12,2876.79 ,"2,927.25","2,928.00","2,872.71",-,-1.76%
2021-05-11,2928.33 ,"2,958.89","2,958.94","2,904.79",-,-1.12%
2021-05-10,2961.57 ,"2,981.70","2,985.47","2,960.50",-,-0.60%
2021-05-07,2979.41 ,"2,953.06","2,983.88","2,952.55",-,0.93%
2021-05-06,2952.03 ,"2,934.01","2,952.75","2,923.30",-,0.65%
2021-05-05,2932.84 ,"2,921.80","2,942.85","2,921.03",-,0.35%
2021-05-04,2922.50 ,"2,947.63","2,948.14","2,903.13",-,-0.89%
2021-05-03,2948.67 ,"2,938.21","2,957.17","2,936.12",-,0.34%
2021-04-30,2938.76 ,"2,964.14","2,964.43","2,934.49",-,-0.83%
2021-04-29,2963.31 ,"2,955.79","2,972.72","2,947.28",-,0.39%
2021-04-28,2951.88 ,"2,951.37","2,963.79","2,949.97",-,0.00%
2021-04-27,2952.01 ,"2,955.46","2,955.46","2,946.36",-,-0.14%
2021-04-26,2956.13 ,"2,949.19","2,959.29","2,948.50",-,0.34%
2021-04-23,2946.11 ,"2,922.32","2,955.59","2,921.40",-,0.76%
2021-04-22,2923.91 ,"2,935.41","2,944.86","2,917.25",-,-0.31%
2021-04-21,2932.98 ,"2,911.91","2,933.64","2,904.85",-,0.59%
2021-04-20,2915.78 ,"2,942.68","2,943.30","2,906.56",-,-0.96%
2021-04-19,2944.05 ,"2,952.81","2,959.08","2,937.82",-,-0.31%
2021-04-16,2953.35 ,"2,942.06","2,956.02","2,939.34",-,0.39%
2021-04-15,2941.75 ,"2,914.63","2,943.10","2,914.09",-,0.97%
